"month","day","year","deaths","date"
"1435",12,5,2018,0,2018-12-05
"1436",12,6,2018,0,2018-12-06
"1437",12,7,2018,0,2018-12-07
"1438",12,8,2018,0,2018-12-08
"1439",12,9,2018,0,2018-12-09
"1440",12,10,2018,0,2018-12-10
"1441",12,11,2018,0,2018-12-11
"1442",12,12,2018,0,2018-12-12
"1443",12,13,2018,0,2018-12-13
"1444",12,14,2018,0,2018-12-14
"1445",12,15,2018,0,2018-12-15
"1446",12,16,2018,0,2018-12-16
"1447",12,17,2018,0,2018-12-17
"1448",12,18,2018,0,2018-12-18
"1449",12,19,2018,0,2018-12-19
"1450",12,20,2018,0,2018-12-20
"1451",12,21,2018,0,2018-12-21
"1452",12,22,2018,0,2018-12-22
"1453",12,23,2018,0,2018-12-23
"1454",12,24,2018,0,2018-12-24
"1455",12,25,2018,0,2018-12-25
"1456",12,26,2018,0,2018-12-26
"1457",12,27,2018,0,2018-12-27
"1458",12,28,2018,0,2018-12-28
"1459",12,29,2018,0,2018-12-29
"1460",12,30,2018,0,2018-12-30
"1461",12,31,2018,0,2018-12-31
